record_id	sequenceID	organism	Class	Superorder	Order	Family	Genus	virus_genus	target_version	target_name	scaffold	extract_start	extract_end	sequence_length	assigned_name	assigned_gene	orientation	bitscore	identity
546	Bufa_546_Macropus	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	Bufavirus	goldenpath_macEug2	macEug2.fa	GL121440	39131	39517	387	Bufavirus-3	VP	-	110	40.769
578	Bufa_578_Trichechus	Trichechus_manatus	Mammalia	Afrotheria	Sirenia	Trichechidae	Trichechus	Bufavirus	goldenpath_triMan1	triMan1.fa_2.fa	JH594625	3921196	3921567	372	Bufavirus-3	VP	-	121	44.715
66379	Bufa_66379_Phascolarctos	Phascolarctos_cinereus	Mammalia	Unclassified	Diprotodontia	Phascolarctidae	Phascolarctos	Bufavirus	phaCin_unsw_v4.1	phaCin_unsw_v4.1.fa	phaCin_unsw_v4.1.fa.scaf00062	3785034	3786548	1515	Bufavirus-3	VP	+	319	35.514
69167	Bufa_69167_Phascolarctos	Phascolarctos_cinereus	Mammalia	Unclassified	Diprotodontia	Phascolarctidae	Phascolarctos	Bufavirus	phaCin_unsw_v4.1	phaCin_unsw_v4.1.fa	phaCin_unsw_v4.1.fa.scaf00056	8162107	8163053	947	Bufavirus-3	VP	-	97.1	36.058
127841	Chap_127841_Hyaena	Hyaena_hyaena	Mammalia	Laurasiatheria	Carnivora	Hyaenidae	Hyaena	Chapparvovirus	HyaHya_v1	GCA_004023945.1_HyaHya_v1_BIUU_genomic.fna	PITC01147906.1	9	320	312	Eidolon-helvum-bat-parvovirus	unnamed-protein-product	+	91.3	44.954
1664	Chap_1664_Serinus	Serinus_canaria	Aves	Neognathae	Passeriformes	Fringillidae	Serinus	Chapparvovirus	ncbi_100	9135_ref_SCA1_chrUn.fa	gi|668208669|ref|NW_008065566.1|	454	918	465	SerCan-chapparvovirus	NS	+	325	100
1722	Chap_1722_Mesitornis	Mesitornis_unicolor	Aves	Neognathae	Gruiformes	Mesitornithidae	Mesitornis	Chapparvovirus	bgi_2011-10-28	Mesitornis_unicolor.scaf.noBacterial.fa	Scaffold28758	2190	2885	294	MesUni-chapparvovirus	NS	-	206	100
494	Chap_494_Protobothrops	Protobothrops_mucrosquamatus	Unclassified	Lepidosauria	Squamata	Viperidae	Protobothrops	Chapparvovirus	P.Mucros_1.0	103944_ref_P.Mucros_1.0_chrUn.fa	gi|1002132026|ref|NW_015402345.1|	2075	2725	609	ProMuc-chapparvovirus	NS	-	392	100
66834	Chap_66834_Myotis	Myotis_davidii	Mammalia	Laurasiatheria	Chiroptera	Vespertilionidae	Myotis	Chapparvovirus	bgi_1.1_april_2013	Myotis_dav_unplaced.scaf.fa_11.fa	gi|432104950|gb|KB106247.1|	471	908	438	MyoDav-chapparvovirus	NS	-	312	100
66894	Chap_66894_Cebus	Cebus_capucinus	Mammalia	Euarchontoglires	Primates	Cebidae	Cebus	Chapparvovirus	Cebus_imitator-1.0	GCA_001604975.1_Cebus_imitator-1.0_genomic.fa	KV391748.1	298	762	465	CebCap-chapparvovirus	NS	+	296	100
69157	Chap_69157_Syngnathus	Syngnathus_scovelli	Actinopteri	Unclassified	Syngnathiformes	Syngnathidae	Syngnathus	Chapparvovirus	ssc_2016_12_20_chromlevel	ssc_2016_12_20_chromlevel.fa	scaffold_1329	1146	1910	765	CebCap-chapparvovirus	NS	+	171	41.148
1035	Dependo_1035_Fukomys	Fukomys_damarensis	Mammalia	Euarchontoglires	Rodentia	Bathyergidae	Fukomys	Dependoparvovirus	ncbi_1.0_2014	885580_ref_DMR_v1.0_chrUn.fa	gi|730053839|ref|NW_011044239.1|	3549370	3550050	681	Adeno-associated-virus-4	NS	-	76.3	31.122
1036	Dependo_1036_Heterocephalus	Heterocephalus_glaber	Mammalia	Euarchontoglires	Rodentia	Bathyergidae	Heterocephalus	Dependoparvovirus	goldenpath_hetGla2	hetGla2.fa_2.fa	JH602066	7343124	7343342	219	Adeno-associated-virus-4	NS	-	65.9	48.649
1037	Dependo_1037_Heterocephalus	Heterocephalus_glaber	Mammalia	Euarchontoglires	Rodentia	Bathyergidae	Heterocephalus	Dependoparvovirus	goldenpath_hetGla2	hetGla2.fa_3.fa	JH602093	17089936	17090154	219	Adeno-associated-virus-4	NS	-	68.9	50
1038	Dependo_1038_Rattus	Rattus_norvegicus	Mammalia	Euarchontoglires	Rodentia	Muridae	Rattus	Dependoparvovirus	goldenpath_rn6	rn6.fa_3.fa	chr19	15282969	15283457	489	Bovine-adeno-associated-virus	NS	+	61.2	33.871
1041	Dependo_1041_Geospiza	Geospiza_fortis	Aves	Neognathae	Passeriformes	Thraupidae	Geospiza	Dependoparvovirus	goldenpath_geoFor1	geoFor1.fa_1.fa	JH739894	4004291	4004599	309	Adeno-associated-virus-2	VP	+	64.3	41.667
1102	Dependo_1102_Capra	Capra_aegagrus	Mammalia	Laurasiatheria	Unclassified	Bovidae	Capra	Dependoparvovirus	CapAeg_1.0	GCA_000978405.1_CapAeg_1.0_genomic.fa	CM003224.1	5115799	5115960	162	Avian-adeno-associated-virus-ATCC-VR-865	NS	-	63.2	53.704
1105	Dependo_1105_Manis	Manis_pentadactyla	Mammalia	Laurasiatheria	Pholidota	Manidae	Manis	Dependoparvovirus	GCA_000738955.1	M_pentadactyla-1.1.1_genomic.fa	KN010458.1	73706	74176	471	Bovine-adeno-associated-virus	NS	+	70.9	33.125
1107	Dependo_1107_Mus	Mus_caroli	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	Dependoparvovirus	REL-1509_EiJ	CAROLI_EiJ.chromosomes.unplaced.gt2k.fa	chr1	182539754	182540179	426	Adeno-associated-virus-2	NS	+	65.1	31.852
1108	Dependo_1108_Mus	Mus_caroli	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	Dependoparvovirus	REL-1509_EiJ	CAROLI_EiJ.chromosomes.unplaced.gt2k.fa	chr8	84680344	84680580	237	Adeno-associated-virus-2	NS	-	62.4	43.529
1109	Dependo_1109_Mus	Mus_castaneus	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	Dependoparvovirus	REL-1509-EiJ	CAST_EiJ.chromosomes.unplaced.gt2k.fa	chr3	9436307	9436948	642	Adeno-associated-virus-3	NS	-	78.6	41.379
1110	Dependo_1110_Mus	Mus_castaneus	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	Dependoparvovirus	REL-1509-EiJ	CAST_EiJ.chromosomes.unplaced.gt2k.fa	chr8	93601101	93601391	291	Adeno-associated-virus-1	NS	-	65.9	46.914
1111	Dependo_1111_Mus	Mus_pahari	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	Dependoparvovirus	REL-1509-EiJ	Pahari_EiJ.chromosomes.unplaced.gt2k.fa	chr20	17449526	17449744	219	Adeno-associated-virus-1	NS	-	62.4	43.21
1112	Dependo_1112_Mus	Mus_pahari	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	Dependoparvovirus	REL-1509-EiJ	Pahari_EiJ.chromosomes.unplaced.gt2k.fa	chr4	7867595	7868056	462	Adeno-associated-virus-8	NS	-	70.5	37.58
1113	Dependo_1113_Mus	Mus_spretus	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	Dependoparvovirus	SPRET_EiJ_v1	GCA_001624865.1_SPRET_EiJ_v1_genomic.fa	CM004096.1	9022605	9023312	708	Adeno-associated-virus-2	NS	-	111	34.016
1114	Dependo_1114_Mus	Mus_spretus	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	Dependoparvovirus	SPRET_EiJ_v1	GCA_001624865.1_SPRET_EiJ_v1_genomic.fa	CM004101.1	92315592	92315813	222	Adeno-associated-virus-1	NS	-	66.6	50
1119	Dependo_1119_Apodemus	Apodemus_sylvaticus	Mammalia	Euarchontoglires	Rodentia	Muridae	Apodemus	Dependoparvovirus	GCA_001305905.1	GCA_001305905.1_ASM130590v1_genomic.fa	LIPJ01228352.1	655	963	309	Adeno-associated-virus-5	VP	+	87.8	41.667
1122	Dependo_1122_Mus	Mus_castaneus	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	Dependoparvovirus	REL-1509-EiJ	CAST_EiJ.chromosomes.unplaced.gt2k.fa	chr3	9432176	9432493	318	Adeno-associated-virus-5	VP	-	82	39.167
1123	Dependo_1123_Mus	Mus_pahari	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	Dependoparvovirus	REL-1509-EiJ	Pahari_EiJ.chromosomes.unplaced.gt2k.fa	chr4	7864974	7865174	201	Adeno-associated-virus-5	VP	-	89	56.716
1124	Dependo_1124_Mus	Mus_spretus	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	Dependoparvovirus	SPRET_EiJ_v1	GCA_001624865.1_SPRET_EiJ_v1_genomic.fa	CM004095.1	13383378	13383587	210	Adeno-associated-virus-5	VP	-	87	58.209
119384	Dependo_119384_Mus	Mus_spicilegus	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	Dependoparvovirus	GCA_003336285.1_MUSP714	GCA_003336285.1_MUSP714_genomic.fna	QGOO01033878.1	103128	103427	300	Adeno-associated-virus-1	NS	-	76.6	49.383
119387	Dependo_119387_Puma	Puma_concolor	Mammalia	Laurasiatheria	Carnivora	Felidae	Puma	Dependoparvovirus	GCF_003327715.1_PumCon1.0	GCF_003327715.1_PumCon1.0_genomic.fna	NW_020340053.1	10982448	10982597	150	Muscovy-duck-parvovirus	NS	-	62.8	62
119390	Dependo_119390_Vombatus	Vombatus_ursinus	Mammalia	Unclassified	Diprotodontia	Vombatidae	Vombatus	Dependoparvovirus	WM_v1.0	GCA_900497805.1_WM_v1.0_genomic.fna	UNPS01014812.1	109792793	109792936	144	Bat-adeno-associated-virus-YNM	NS	-	75.5	60.417
119401	Dependo_119401_Arctocephalus	Arctocephalus_gazella	Mammalia	Laurasiatheria	Carnivora	Otariidae	Arctocephalus	Dependoparvovirus	ArcGazv1.4	GCA_900500725.1_ArcGazv1.4_genomic.fna	UIRR01000299.1	2684739	2685233	495	Adeno-associated-virus-5	NS	+	82.8	34.074
119403	Dependo_119403_Sousa	Sousa_chinensis	Mammalia	Laurasiatheria	Cetacea	Delphinidae	Sousa	Dependoparvovirus	ASM352133v1	GCA_003521335.1_ASM352133v1_genomic.fna	QWLN01008307.1	99600	99968	369	Adeno-associated-virus-4	NS	+	92.8	43.548
120914	Dependo_120914_Cicinnurus	Cicinnurus_regius	Aves	Neognathae	Passeriformes	Paradisaeidae	Cicinnurus	Dependoparvovirus	GCA_003713305.1	GCA_003713305.1_CicReg_1.0_genomic.fna	RAHN01000002.1	7822470	7822796	327	Adeno-associated-virus-5	VP	-	76.3	38.889
120915	Dependo_120915_Diphyllodes	Diphyllodes_magnificus	Aves	Neognathae	Passeriformes	Paradisaeidae	Diphyllodes	Dependoparvovirus	GCA_003713285.1	GCA_003713285.1_DipMag_1.0_genomic.fna	RAHO01000009.1	425292	425618	327	Adeno-associated-virus-5	VP	-	78.6	39.815
120916	Dependo_120916_Parotia	Parotia_lawesii	Aves	Neognathae	Passeriformes	Paradisaeidae	Parotia	Dependoparvovirus	GCA_003713295	GCA_003713295.1_ParLaw_1.0_genomic.fna	RAHM01000027.1	480521	480847	327	Adeno-associated-virus-3	VP	-	77	44.211
120930	Dependo_120930_Ovis	Ovis_aries	Mammalia	Laurasiatheria	Unclassified	Bovidae	Ovis	Dependoparvovirus	ensembl_79_Oar_v3.1	Ovis_aries.Oar_v3.1.dna.chromosome.X.fa	X_dna:chromosome_chromosome:Oar_v3.1:X:1:135437088:1_REF	129362133	129362297	165	Avian-adeno-associated-virus-ATCC-VR-865	NS	+	65.9	54.545
120937	Dependo_120937_Callorhinus	Callorhinus_ursinus	Mammalia	Laurasiatheria	Carnivora	Otariidae	Callorhinus	Dependoparvovirus	ASM326570v1	GCA_003265705.1_ASM326570v1_genomic.fna	KZ836204.1	4004815	4005159	345	Avian-adeno-associated-virus-strain-DA-1	NS	+	74.3	38.889
120938	Dependo_120938_Cervus	Cervus_elaphus_hippelaphus	Mammalia	Laurasiatheria	Unclassified	Cervidae	Cervus	Dependoparvovirus	Celaphus1.0	GCA_002197005.1_Celaphus1.0_genomic.fna	CM008041.1	61072683	61073381	699	Avian-adeno-associated-virus-ATCC-VR-865	NS	-	84.3	32.889
120939	Dependo_120939_Cicinnurus	Cicinnurus_regius	Aves	Neognathae	Passeriformes	Paradisaeidae	Cicinnurus	Dependoparvovirus	GCA_003713305.1	GCA_003713305.1_CicReg_1.0_genomic.fna	RAHN01000272.1	888476	888655	180	Adeno-associated-virus-2	VP	-	68.6	55.738
120943	Dependo_120943_Dicerorhinus	Dicerorhinus_sumatrensis_sumatrensis	Mammalia	Laurasiatheria	Perissodactyla	Rhinocerotidae	Dicerorhinus	Dependoparvovirus	ASM284483v1	GCA_002844835.1_ASM284483v1_genomic.fna	PEKH010005789.1	184718	185203	486	Adeno-associated-virus-5	NS	-	128	47.692
120944	Dependo_120944_Diphyllodes	Diphyllodes_magnificus	Aves	Neognathae	Passeriformes	Paradisaeidae	Diphyllodes	Dependoparvovirus	GCA_003713285.1	GCA_003713285.1_DipMag_1.0_genomic.fna	RAHO01000074.1	3377817	3377996	180	Adeno-associated-virus-2	VP	+	68.9	55.738
120945	Dependo_120945_Eopsaltria	Eopsaltria_australis	Aves	Neognathae	Passeriformes	Petroicidae	Eopsaltria	Dependoparvovirus	eyr_v1	GCA_003426825.1_eyr_v1_genomic.fna	QKXG01002043.1	2091469	2091786	318	Adeno-associated-virus-2	VP	-	64.7	51.667
120948	Dependo_120948_Erythrura	Erythrura_gouldiae	Aves	Neognathae	Passeriformes	Estrildidae	Erythrura	Dependoparvovirus	GouldianFinchv1	GCA_003676055.1_GouldianFinch_genomic.fna	QUSF01000025.1	6970774	6971061	288	Bat-adeno-associated-virus-YNM	VP	-	69.3	43.299
120949	Dependo_120949_Hippopotamus	Hippopotamus_amphibius	Mammalia	Laurasiatheria	Unclassified	Hippopotamidae	Hippopotamus	Dependoparvovirus	ASM299558v1	GCA_002995585.1_ASM299558v1_genomic.fna	NKPW01114987.1	280	606	327	Adeno-associated-virus-5	NS	+	79.7	43.75
120951	Dependo_120951_Meriones	Meriones_unguiculatus	Mammalia	Euarchontoglires	Rodentia	Muridae	Meriones	Dependoparvovirus	MunDraft-v1.0	GCA_002204375.1_MunDraft-v1.0_genomic.fna	NHTI01002096.1	256173	256670	498	Adeno-associated-virus-5	NS	+	90.1	36.471
120953	Dependo_120953_Mus	Mus_spicilegus	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	Dependoparvovirus	GCA_003336285.1_MUSP714	GCA_003336285.1_MUSP714_genomic.fna	QGOO01037474.1	8649645	8650344	700	Adeno-associated-virus-4	NS	-	88.6	41.322
120954	Dependo_120954_Monachus	Neomonachus_schauinslandi	Mammalia	Laurasiatheria	Carnivora	Phocidae	Monachus	Dependoparvovirus	ASM220157v1	GCA_002201575.1_ASM220157v1_genomic.fna	NINY01007828.1	18946437	18946781	345	Avian-adeno-associated-virus-strain-DA-1	NS	-	68.6	38.889
120956	Dependo_120956_Ovis	Ovis_aries	Mammalia	Laurasiatheria	Unclassified	Bovidae	Ovis	Dependoparvovirus	Oar_rambouillet_v1.0	GCA_002742125.1_Oar_rambouillet_v1.0_genomic.fna	CM008498.1	146262190	146262354	165	Avian-adeno-associated-virus-ATCC-VR-865	NS	+	65.9	54.545
120957	Dependo_120957_Paradisaea	Paradisaea_raggiana	Aves	Neognathae	Passeriformes	Paradisaeidae	Paradisaea	Dependoparvovirus	GCA_003713265	GCA_003713265.1_ParRag_1.0_genomic.fna	RAHK01000919.1	115330	115653	324	Adeno-associated-virus-2	VP	-	67.8	54.098
120958	Dependo_120958_Parotia	Parotia_lawesii	Aves	Neognathae	Passeriformes	Paradisaeidae	Parotia	Dependoparvovirus	GCA_003713295	GCA_003713295.1_ParLaw_1.0_genomic.fna	RAHM01000246.1	887586	887909	324	Adeno-associated-virus-2	VP	-	66.2	54.098
120959	Dependo_120959_Phocoena	Phocoena_phocoena	Mammalia	Laurasiatheria	Cetacea	Phocoenidae	Phocoena	Dependoparvovirus	GCA_003071005	GCA_003071005.1_ASM307100v1_genomic.fna	PKGA01002432.1	4150214	4150579	366	Adeno-associated-virus-2	NS	-	90.5	43.548
120962	Dependo_120962_Psammomys	Psammomys_obesus	Mammalia	Euarchontoglires	Rodentia	Muridae	Psammomys	Dependoparvovirus	ASM221593v1	GCA_002215935.1_ASM221593v1_genomic.fna	NESX01018114.1	1557	1853	297	Bat-adeno-associated-virus-YNM	NS	-	67	54.688
120963	Dependo_120963_Pseudois	Pseudois_nayaur	Mammalia	Laurasiatheria	Unclassified	Bovidae	Pseudois	Dependoparvovirus	ASM318257v1	GCA_003182575.1_ASM318257v1_genomic.fna	NIZD01207767.1	2826	3203	378	Adeno-associated-virus-2	NS	-	60.1	35.714
120979	Dependo_120979_Mus	Mus_spicilegus	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	Dependoparvovirus	GCA_003336285.1_MUSP714	GCA_003336285.1_MUSP714_genomic.fna	QGOO01037474.1	8646673	8647770	1098	Adeno-associated-virus-5	VP	-	93.2	37.5
126645	Dependo_126645_Prolemur	Prolemur_simus	Mammalia	Euarchontoglires	Primates	Lemuridae	Prolemur	Dependoparvovirus	Prosim_1.0	GCA_003258685.1_Prosim_1.0_genomic.fna	MPIZ01000190.1	715425	716234	810	Bat-adeno-associated-virus-YNM	VP	+	185	40.141
126648	Dependo_126648_Equus	Equus_caballus_fjord	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus	Dependoparvovirus	Henan_EquCab2_17Aug	Norwegian_fjord_equcab2.REF_chr8cons.fa	chr8	1277542	1277775	234	Adeno-associated-virus-2	NS	-	73.9	47.945
126650	Dependo_126650_Equus	Equus_caballus_icelandic	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus	Dependoparvovirus	Henan_EquCab2_17Aug	Icelandic_equcab2.REF_chr8.cons.fa	chr8	1277542	1277775	234	Adeno-associated-virus-2	NS	-	73.9	47.945
126653	Dependo_126653_Taxidea	Taxidea_taxus	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	Dependoparvovirus	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML095791.1	47020	47568	549	Goose-parvovirus	NS	-	73.6	33.083
126695	Dependo_126695_Desmodus	Desmodus_rotundus	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Desmodus	Dependoparvovirus	GCA_002940915	GCA_002940915.1_ASM294091v1_genomic.fna	KZ672450.1	13086114	13087249	1136	Goose-parvovirus	VP	-	262	46.302
126696	Dependo_126696_Dicerorhinus	Dicerorhinus_sumatrensis_sumatrensis	Mammalia	Laurasiatheria	Perissodactyla	Rhinocerotidae	Dicerorhinus	Dependoparvovirus	ASM284483v1	GCA_002844835.1_ASM284483v1_genomic.fna	PEKH010003201.1	47712	47993	282	Adeno-associated-virus-5	VP	-	87	62.857
127249	Dependo_127249_Pelecanus	Pelecanus_crispus	Aves	Neognathae	Pelecaniformes	Pelecanidae	Pelecanus	Dependoparvovirus	bgi_2011-10-28	Pelecanus_crispus.scaf.noBacterial.fa	scaffold56836	6093	7621	1529	Adeno-associated-virus-2	NS	-	161	72
127252	Dependo_127252_Balaenoptera	Balaenoptera_acutorostrata	Mammalia	Laurasiatheria	Cetacea	Balaenopteridae	Balaenoptera	Dependoparvovirus	goldenpath_balAcu1	balAcu1.fa	KI538555	2062510	2065414	2905	Muscovy-duck-parvovirus	NS	+	203	67.606
127253	Dependo_127253_Cercocebus	Cercocebus_atys	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Cercocebus	Dependoparvovirus	ncbi_100_2015	9531_ref_Caty_1.0_chrUn.fa	gi|778128673|ref|NW_012004166.1|	1691367	1693695	2329	Adeno-associated-virus-2	NS	-	1153	88.78
127259	Dependo_127259_Daubentonia	Daubentonia_madagascariensis	Mammalia	Euarchontoglires	Primates	Daubentoniidae	Daubentonia	Dependoparvovirus	broad_1.0_oct_2012	AGTM01.fasta_10.fa	gi|369230428|gb|AGTM011530899.1|	3761	6001	2241	Muscovy-duck-parvovirus	NS	+	242	64.088
127260	Dependo_127260_Pteronotus	Pteronotus_parnellii	Mammalia	Laurasiatheria	Chiroptera	Mormoopidae	Pteronotus	Dependoparvovirus	ncbi_AWGZ00000000.1_2015-05	AWGZ01.3.fsa_nt.fa	gi|539768544|gb|AWGZ01297493.1|	7050	10173	3124	Muscovy-duck-parvovirus	NS	+	187	41.532
127264	Dependo_127264_Myotis	Myotis_brandtii	Mammalia	Laurasiatheria	Chiroptera	Vespertilionidae	Myotis	Dependoparvovirus	ncbi_100_2013	mbr_ref_ASM41265v1_chrUn.fa	gi|549497831|ref|NW_005366109.1|	2423423	2427143	3721	Adeno-associated-virus-7	NS	-	345	49.742
127273	Dependo_127273_Physeter	Physeter_catodon	Mammalia	Laurasiatheria	Cetacea	Physeteridae	Physeter	Dependoparvovirus	2.0.2	9755_ref_Physeter_macrocephalus-2.0.2_chrUn.fa	gi|589812348|ref|NW_006724242.1|	675464	678268	2805	Avian-adeno-associated-virus-strain-DA-1	NS	+	177	59.712
127275	Dependo_127275_Sousa	Sousa_chinensis	Mammalia	Laurasiatheria	Cetacea	Delphinidae	Sousa	Dependoparvovirus	ASM352133v1	GCA_003521335.1_ASM352133v1_genomic.fna	QWLN01044866.1	228872	232544	3673	Adeno-associated-virus-5	VP	-	373	45.263
127277	Dependo_127277_Balaenoptera	Balaenoptera_bonaerensis	Mammalia	Laurasiatheria	Cetacea	Balaenopteridae	Balaenoptera	Dependoparvovirus	ASM97880v1	GCA_000978805.1_ASM97880v1_genomic.fna	DF417164.1	13355	17208	3854	Adeno-associated-virus-5	VP	+	275	55.336
127288	Dependo_127288_Desmodus	Desmodus_rotundus	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Desmodus	Dependoparvovirus	GCA_002940915	GCA_002940915.1_ASM294091v1_genomic.fna	KZ672090.1	34938448	34942308	3861	Goose-parvovirus	VP	-	185	40.299
127292	Dependo_127292_Apodemus	Apodemus_sylvaticus	Mammalia	Euarchontoglires	Rodentia	Muridae	Apodemus	Dependoparvovirus	GCA_001305905.1	GCA_001305905.1_ASM130590v1_genomic.fa	LIPJ01001723.1	974868	976365	1498	Adeno-associated-virus-2	NS	+	259	61.972
127293	Dependo_127293_Delphinapterus	Delphinapterus_leucas	Mammalia	Laurasiatheria	Cetacea	Monodontidae	Delphinapterus	Dependoparvovirus	ASM228892v2	GCF_002288925.1_ASM228892v2_genomic.fna	NW_019160921.1	9149141	9153246	4106	Adeno-associated-virus-5	VP	-	266	56.522
127305	Dependo_127305_Fukomys	Fukomys_damarensis	Mammalia	Euarchontoglires	Rodentia	Bathyergidae	Fukomys	Dependoparvovirus	ncbi_1.0_2014	885580_ref_DMR_v1.0_chrUn.fa	gi|730053275|ref|NW_011044803.1|	11528274	11529409	1136	Adeno-associated-virus-7	VP	+	101	45.528
127310	Dependo_127310_Eptesicus	Eptesicus_fuscus	Mammalia	Laurasiatheria	Chiroptera	Vespertilionidae	Eptesicus	Dependoparvovirus	broad_1.0_april_2013	Eptesicus_f.unplaced.scaf.fa_17.fa	gi|411115880|gb|JH977683.1|	1718232	1720366	2135	Adeno-associated-virus-7	NS	+	480	44.888
127313	Dependo_127313_Eulemur	Eulemur_flavifrons	Mammalia	Euarchontoglires	Primates	Lemuridae	Eulemur	Dependoparvovirus	Eflavifronsk33QCA	GCA_001262665.1_Eflavifronsk33QCA_genomic.fna	LGHW01005313.1	140526	142442	1917	Adeno-associated-virus-8	NS	-	575	58.835
127322	Dependo_127322_Myotis	Myotis_davidii	Mammalia	Laurasiatheria	Chiroptera	Vespertilionidae	Myotis	Dependoparvovirus	bgi_1.1_april_2013	Myotis_dav_unplaced.scaf.fa_25.fa	gi|432086621|gb|KB116268.1|	746410	750699	4290	Adeno-associated-virus-2	NS	+	223	67.702
127339	Dependo_127339_Rhinolophus	Rhinolophus_ferrumequinum	Mammalia	Laurasiatheria	Chiroptera	Rhinolophidae	Rhinolophus	Dependoparvovirus	ncbi_AWHA00000000.1_2015-05	AWHA01.3.fsa_nt.fa	gi|539420557|gb|AWHA01190250.1|	1796	3874	2079	Adeno-associated-virus-1	NS	+	322	45.652
