taxon	sequenceID	name	full_name	subfamily	genus	clade_ns	subclade_ns	clade_vp	subclade_vp	isolate	host_sci_name	sample_date	country
alignment/AL_UNC_PROTO_ROOT_VP/member/ncbi-refseqs-proto/NC_039050	NC_039050	CutaV	Primate protoparvovirus 3	Parvovirinae	Protoparvovirus	Neoprotoparvovirus	Neoprotoparvovirus	Neoprotoparvovirus	Neoprotoparvovirus	-	Homo sapiens	-	Brazil
alignment/AL_UNC_PROTO_ROOT_VP/member/ncbi-refseqs-proto/NC_043446	NC_043446	PBuV	Ungulate protoparvovirus 2	Parvovirinae	Protoparvovirus	Neoprotoparvovirus	Neoprotoparvovirus	Neoprotoparvovirus	Neoprotoparvovirus	-	Sus scrofa	-	Hungary
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.1-RatNor	proto.1-RatNor	proto.1-RatNor	proto.1-RatNor	Parvovirinae	Protoparvovirus	Proto1	Proto1	Proto1	Proto1	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.101-MonDom	proto.101-MonDom	proto.101-MonDom	proto.101-MonDom	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.102-tamandua	proto.102-tamandua	proto.102-tamandua	proto.102-tamandua	Parvovirinae	Protoparvovirus	Proto1	Proto1	Proto1	Proto1	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.120-Cavia	proto.120-Cavia	proto.120-cavia	proto.120-cavia	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.121-cavia	proto.121-cavia	proto.121-cavia	proto.121-cavia	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.122-cavia	proto.122-cavia	proto.122-cavia	proto.122-cavia	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.125-HydHyd	proto.125-HydHyd	proto.125-HydHyd	proto.125-HydHyd	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.128-Capromys	proto.128-Capromys	proto.128-Capromys	proto.128-Capromys	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.129-Dinomys	proto.129-Dinomys	proto.129-Dinomys	proto.129-Dinomys	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-digs-proto-epv/proto.131-Ctenomys_sociabilis	proto.131-Ctenomys_sociabilis	proto.131-Ctenomys_sociabilis	proto.131-Ctenomys_sociabilis	Parvovirinae	Protoparvovirus	-	-	-	-	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.132-Ctenomys	proto.132-Ctenomys	proto.132-Ctenomys	proto.132-Ctenomys	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.133-Dolichotis	proto.133-Dolichotis	proto.133-Dolichotis	proto.133-Dolichotis	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.134-Dolichotis	proto.134-Dolichotis	proto.134-Dolichotis	proto.134-Dolichotis	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.136-Octomys	proto.136-Octomys	proto.136-Octomys	proto.136-Octomys	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.139-MyoCoy	proto.139-MyoCoy	proto.139-MyoCoy	proto.139-MyoCoy	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.140-MyoCoy	proto.140-MyoCoy	proto.140-MyoCoy	proto.140-MyoCoy	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.141-Erethizon	proto.141-Erethizon	proto.141-Erethizon	proto.141-Erethizon	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.142-Cuniculus	proto.142-Cuniculus	proto.142-Cuniculus	proto.142-Cuniculus	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.143-Cuniculus	proto.143-Cuniculus	proto.143-Cuniculus	proto.143-Cuniculus	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.150-Gymnobelideus	proto.150-Gymnobelideus	proto.150-Gymnobelideus	proto.150-Gymnobelideus	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-digs-proto-epv/proto.151-Phascolarctos_cinereus	proto.151-Phascolarctos_cinereus	proto.151-Phascolarctos_cinereus	proto.151-Phascolarctos_cinereus	Parvovirinae	Protoparvovirus	-	-	-	-	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.152-Sarcophilus	proto.152-Sarcophilus	proto.152-Sarcophilus	proto.152-Sarcophilus	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.153-Macropus	proto.153-Macropus	proto.153-Macropus	proto.153-Macropus	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.154-Phascolarctos	proto.154-Phascolarctos	proto.154-Phascolarctos	proto.154-Phascolarctos	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.155-Gymnobelideus	proto.155-Gymnobelideus	proto.155-Gymnobelideus	proto.155-Gymnobelideus	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.156-Phascolarctos	proto.156-Phascolarctos	proto.156-Phascolarctos	proto.156-Phascolarctos	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.157-Gymnobelideus	proto.157-Gymnobelideus	proto.157-Gymnobelideus	proto.157-Gymnobelideus	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.158-Macropus	proto.158-Macropus	proto.158-Macropus	proto.158-Macropus	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.160-MacEug	proto.160-MacEug	proto.160-MacEug	proto.160-MacEug	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.161-MacEug	proto.161-MacEug	proto.161-MacEug	proto.161-MacEug	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.162-Gymnobelideus	proto.162-Gymnobelideus	proto.162-Gymnobelideus	proto.162-Gymnobelideus	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.163-Phascolarctos	proto.163-Phascolarctos	proto.163-Phascolarctos	proto.163-Phascolarctos	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.164-Macropus	proto.164-Macropus	proto.164-Macropus	proto.164-Macropus	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.165-Phascolarctos	proto.165-Phascolarctos	proto.165-Phascolarctos	proto.165-Phascolarctos	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.2-MusSpr	proto.2-MusSpr	proto.2-MusSpr	proto.2-MusSpr	Parvovirinae	Protoparvovirus	Proto1	Proto1	Proto1	Proto1	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.3-Apodemus	proto.3-Apodemus	proto.3-apodemus	proto.3-apodemus	Parvovirinae	Protoparvovirus	Proto1	Proto1	Proto1	Proto1	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/fasta-refseqs-proto-epv/proto.4-MusSpi	proto.4-MusSpi	proto.4-MusSpi	proto.4-MusSpi	Parvovirinae	Protoparvovirus	Proto1	Proto1	Proto1	Proto1	-	-	-	-
alignment/AL_UNC_PROTO_ROOT_VP/member/ncbi-refseqs-proto/U34255	U34255	HV	Hamster parvovirus	Parvovirinae	Protoparvovirus	Neoprotoparvovirus	Neoprotoparvovirus	Neoprotoparvovirus	Neoprotoparvovirus	-	Mesocricetus auratus	-	-
