taxon	sequenceID	name	full_name	subfamily	genus	clade_ns	subclade_ns	clade_vp	subclade_vp	isolate	host_sci_name	sample_date	country
alignment/AL_AMDV/member/ncbi-curated-amdv/KU856570	KU856570	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KU856571	KU856571	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KU856572	KU856572	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KU856573	KU856573	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KU856574	KU856574	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KU856575	KU856575	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KU856576	KU856576	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KU856577	KU856577	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KU856578	KU856578	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KU856580	KU856580	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404887	KX404887	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404888	KX404888	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404889	KX404889	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404890	KX404890	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404891	KX404891	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404892	KX404892	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404893	KX404893	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404894	KX404894	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404895	KX404895	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404896	KX404896	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404897	KX404897	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404898	KX404898	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404899	KX404899	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404900	KX404900	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404901	KX404901	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404902	KX404902	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404903	KX404903	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404904	KX404904	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404905	KX404905	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404906	KX404906	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404907	KX404907	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404908	KX404908	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404909	KX404909	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404910	KX404910	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404911	KX404911	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404912	KX404912	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404913	KX404913	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404914	KX404914	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404915	KX404915	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX404916	KX404916	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KX981972	KX981972	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Canada: British Columbia
alignment/AL_AMDV/member/ncbi-curated-amdv/KX981973	KX981973	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Canada: British Columbia
alignment/AL_AMDV/member/ncbi-curated-amdv/KX981974	KX981974	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Canada: British Columbia
alignment/AL_AMDV/member/ncbi-curated-amdv/KX981975	KX981975	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Canada: British Columbia
alignment/AL_AMDV/member/ncbi-curated-amdv/KX981976	KX981976	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Canada: British Columbia
alignment/AL_AMDV/member/ncbi-curated-amdv/KX981977	KX981977	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Canada: British Columbia
alignment/AL_AMDV/member/ncbi-curated-amdv/KX981978	KX981978	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Canada: British Columbia
alignment/AL_AMDV/member/ncbi-curated-amdv/KX981979	KX981979	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Canada: British Columbia
alignment/AL_AMDV/member/ncbi-curated-amdv/KX981980	KX981980	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Canada: British Columbia
alignment/AL_AMDV/member/ncbi-curated-amdv/KX981981	KX981981	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Canada: British Columbia
alignment/AL_AMDV/member/ncbi-curated-amdv/KY421403	KY421403	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/KY421404	KY421404	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/KY421405	KY421405	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/KY421406	KY421406	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/KY421407	KY421407	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/KY421408	KY421408	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/KY421409	KY421409	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/KY421410	KY421410	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/KY421411	KY421411	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/KY421412	KY421412	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/KY421413	KY421413	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/KY421414	KY421414	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/KY421415	KY421415	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/KY421416	KY421416	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/KY421417	KY421417	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/KY421418	KY421418	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/KY421419	KY421419	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/KY421420	KY421420	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/KY421421	KY421421	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/KY421422	KY421422	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/KY421423	KY421423	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/KY421424	KY421424	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/KY680280	KY680280	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	Heilongjiang	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996892	KY996892	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996893	KY996893	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996894	KY996894	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996895	KY996895	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996896	KY996896	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996897	KY996897	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996898	KY996898	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996899	KY996899	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996900	KY996900	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996901	KY996901	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996902	KY996902	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996903	KY996903	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996904	KY996904	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996905	KY996905	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996906	KY996906	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996907	KY996907	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996908	KY996908	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996909	KY996909	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996910	KY996910	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996911	KY996911	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996912	KY996912	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996913	KY996913	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996914	KY996914	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996915	KY996915	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996916	KY996916	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996917	KY996917	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996918	KY996918	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996919	KY996919	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996920	KY996920	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996921	KY996921	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996922	KY996922	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996923	KY996923	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996924	KY996924	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996925	KY996925	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996926	KY996926	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996927	KY996927	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
