taxon	sequenceID	name	locus_name	locus_numeric_id	scaffold	start_position	end_position	host_sci_name	host_class	host_superorder	host_order	host_family	host_genus
alignment/AL_EPV-20-laurasiatheria/member/fasta-digs-dependo-epv/Hippopotamus_amphibius-Dependo-167	Hippopotamus_amphibius-Dependo-167	Hippopotamus_amphibius-Dependo-167	dependo.20-laurasiatheria	20	NKPW01018758.1	3128	3325	Hippopotamus_amphibius	Mammalia	Laurasiatheria	Unclassified	Hippopotamidae	Hippopotamus
alignment/AL_EPV-20-laurasiatheria/member/fasta-digs-dependo-epv/Leptonychotes_weddellii-Dependo-182	Leptonychotes_weddellii-Dependo-182	Leptonychotes_weddellii-Dependo-182	dependo.20-laurasiatheria	20	gi|472267781|gb|KB716876.1|	263852	263977	Leptonychotes_weddellii	Mammalia	Laurasiatheria	Carnivora	Phocidae	Leptonychotes
alignment/AL_EPV-20-laurasiatheria/member/fasta-digs-dependo-epv/Lipotes_vexillifer-Dependo-185	Lipotes_vexillifer-Dependo-185	Lipotes_vexillifer-Dependo-185	dependo.20-laurasiatheria	20	gi|599273349|ref|NW_006777435.1|	1004199	1004372	Lipotes_vexillifer	Mammalia	Laurasiatheria	Cetacea	Lipotidae	Lipotes
alignment/AL_EPV-20-laurasiatheria/member/fasta-digs-dependo-epv/Manis_pentadactyla-Dependo-204	Manis_pentadactyla-Dependo-204	Manis_pentadactyla-Dependo-204	dependo.20-laurasiatheria	20	KN021539.1	34447	34668	Manis_pentadactyla	Mammalia	Laurasiatheria	Pholidota	Manidae	Manis
alignment/AL_EPV-20-laurasiatheria/member/fasta-digs-dependo-epv/Odobenus_rosmarus-Dependo-258	Odobenus_rosmarus-Dependo-258	Odobenus_rosmarus-Dependo-258	dependo.20-laurasiatheria	20	gi|469050702|ref|NW_004450381.1|	1587348	1587443	Odobenus_rosmarus	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus
alignment/AL_EPV-20-laurasiatheria/member/fasta-digs-dependo-epv/Panthera_tigris_altaica-Dependo-271	Panthera_tigris_altaica-Dependo-271	Panthera_tigris_altaica-Dependo-271	dependo.20-laurasiatheria	20	gi|589288889|ref|NW_006712088.1|	732706	732855	Panthera_tigris_altaica	Mammalia	Laurasiatheria	Carnivora	Felidae	Panthera
alignment/AL_EPV-20-laurasiatheria/member/fasta-digs-dependo-epv/Pteropus_alecto-Dependo-317	Pteropus_alecto-Dependo-317	Pteropus_alecto-Dependo-317	dependo.20-laurasiatheria	20	gi|431914203|gb|KB030536.1|	7950779	7951021	Pteropus_alecto	Mammalia	Laurasiatheria	Chiroptera	Pteropodidae	Pteropus
alignment/AL_EPV-20-laurasiatheria/member/fasta-digs-dependo-epv/Pteropus_vampyrus-Dependo-319	Pteropus_vampyrus-Dependo-319	Pteropus_vampyrus-Dependo-319	dependo.20-laurasiatheria	20	scaffold_33	547207	547449	Pteropus_vampyrus	Mammalia	Laurasiatheria	Chiroptera	Pteropodidae	Pteropus
alignment/AL_EPV-20-laurasiatheria/member/fasta-digs-dependo-epv/Puma_concolor-Dependo-321	Puma_concolor-Dependo-321	Puma_concolor-Dependo-321	dependo.20-laurasiatheria	20	NW_020340053.1	10982448	10982597	Puma_concolor	Mammalia	Laurasiatheria	Carnivora	Felidae	Puma
alignment/AL_EPV-20-laurasiatheria/member/fasta-digs-dependo-epv/Rhinolophus_ferrumequinum-Dependo-325	Rhinolophus_ferrumequinum-Dependo-325	Rhinolophus_ferrumequinum-Dependo-325	dependo.20-laurasiatheria	20	gi|539429327|gb|AWHA01181480.1|	14416	14583	Rhinolophus_ferrumequinum	Mammalia	Laurasiatheria	Chiroptera	Rhinolophidae	Rhinolophus
alignment/AL_EPV-20-laurasiatheria/member/fasta-digs-dependo-epv/Rousettus_aegyptiacus-Dependo-331	Rousettus_aegyptiacus-Dependo-331	Rousettus_aegyptiacus-Dependo-331	dependo.20-laurasiatheria	20	gi|1009284463|ref|NW_015495051.1|	545255	545389	Rousettus_aegyptiacus	Mammalia	Laurasiatheria	Chiroptera	Pteropodidae	Rousettus
