taxon	sequenceID	name	locus_name	locus_numeric_id	scaffold	start_position	end_position	host_sci_name	host_class	host_superorder	host_order	host_family	host_genus
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Capra_aegagrus-Dependo-55	Capra_aegagrus-Dependo-55	Capra_aegagrus-Dependo-55	dependo.22-laurasiatheria	22	CM003224.1	5115799	5115960	Capra_aegagrus	Mammalia	Laurasiatheria	Unclassified	Bovidae	Capra
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Capra_hircus-Dependo-56	Capra_hircus-Dependo-56	Capra_hircus-Dependo-56	dependo.22-laurasiatheria	22	gi|441468466|gb|CM001739.1|	4735360	4735527	Capra_hircus	Mammalia	Laurasiatheria	Unclassified	Bovidae	Capra
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Ceratotherium_simum-Dependo-67	Ceratotherium_simum-Dependo-67	Ceratotherium_simum-Dependo-67	dependo.22-laurasiatheria	22	JH767823	3032473	3032655	Ceratotherium_simum	Mammalia	Laurasiatheria	Perissodactyla	Rhinocerotidae	Ceratotherium
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Cervus_elaphus-Dependo-73	Cervus_elaphus-Dependo-73	Cervus_elaphus-Dependo-73	dependo.22-laurasiatheria	22	CM008041.1	61072683	61073381	Cervus_elaphus_hippelaphus	Mammalia	Laurasiatheria	Unclassified	Cervidae	Cervus
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Desmodus_rotundus-Dependo-101	Desmodus_rotundus-Dependo-101	Desmodus_rotundus-Dependo-101	dependo.22-laurasiatheria	22	KZ672546.1	4429115	4429471	Desmodus_rotundus	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Desmodus
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Dicerorhinus_sumatrensis-Dependo-104	Dicerorhinus_sumatrensis-Dependo-104	Dicerorhinus_sumatrensis-Dependo-104	dependo.22-laurasiatheria	22	PEKH010005789.1	184718	185203	Dicerorhinus_sumatrensis_sumatrensis	Mammalia	Laurasiatheria	Perissodactyla	Rhinocerotidae	Dicerorhinus
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Equus_africanus_asinus-Dependo-123	Equus_africanus_asinus-Dependo-123	Equus_africanus_asinus-Dependo-123	dependo.22-laurasiatheria	22	scaffold41305	24968	25361	Equus_africanus_asinus	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Equus_asinus_somalicus-Dependo-124	Equus_asinus_somalicus-Dependo-124	Equus_asinus_somalicus-Dependo-124	dependo.22-laurasiatheria	22	scaffold41305	25182	25361	Equus_asinus_somalicus	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Equus_burchellii_boehmi-Dependo-126	Equus_burchellii_boehmi-Dependo-126	Equus_burchellii_boehmi-Dependo-126	dependo.22-laurasiatheria	22	chrX	77091065	77091244	Equus_burchellii_boehmi	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Equus_caballus-Dependo-129	Equus_caballus-Dependo-129	Equus_caballus-Dependo-129	dependo.22-laurasiatheria	22	chrX	77090851	77091244	Equus_caballus	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Equus_grevyi-Dependo-133	Equus_grevyi-Dependo-133	Equus_grevyi-Dependo-133	dependo.22-laurasiatheria	22	chrX	77091065	77091244	Equus_grevyi	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Equus_hemionus-Dependo-136	Equus_hemionus-Dependo-136	Equus_hemionus-Dependo-136	dependo.22-laurasiatheria	22	scaffold41305	25182	25340	Equus_hemionus	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Equus_kiang-Dependo-138	Equus_kiang-Dependo-138	Equus_kiang-Dependo-138	dependo.22-laurasiatheria	22	scaffold41305	25182	25361	Equus_kiang	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Equus_zebra_hartmannae-Dependo-139	Equus_zebra_hartmannae-Dependo-139	Equus_zebra_hartmannae-Dependo-139	dependo.22-laurasiatheria	22	chrX	77091065	77091244	Equus_zebra_hartmannae	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Hippopotamus_amphibius-Dependo-168	Hippopotamus_amphibius-Dependo-168	Hippopotamus_amphibius-Dependo-168	dependo.22-laurasiatheria	22	NKPW01114987.1	280	606	Hippopotamus_amphibius	Mammalia	Laurasiatheria	Unclassified	Hippopotamidae	Hippopotamus
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Leptonychotes_weddellii-Dependo-181	Leptonychotes_weddellii-Dependo-181	Leptonychotes_weddellii-Dependo-181	dependo.22-laurasiatheria	22	gi|472269955|gb|KB714734.1|	2752124	2752423	Leptonychotes_weddellii	Mammalia	Laurasiatheria	Carnivora	Phocidae	Leptonychotes
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Neomonachus_schauinslandi-Dependo-250	Neomonachus_schauinslandi-Dependo-250	Neomonachus_schauinslandi-Dependo-250	dependo.22-laurasiatheria	22	NINY01007828.1	18946437	18946781	Neomonachus_schauinslandi	Mammalia	Laurasiatheria	Carnivora	Phocidae	Monachus
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Neophocaena_asiaeorientalis-Dependo-252	Neophocaena_asiaeorientalis-Dependo-252	Neophocaena_asiaeorientalis-Dependo-252	dependo.22-laurasiatheria	22	NW_020174566.1	385931	386296	Neophocaena_asiaeorientalis	Mammalia	Laurasiatheria	Cetacea	Phocoenidae	Neophocaena
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Neovison_vison-Dependo-254	Neovison_vison-Dependo-254	Neovison_vison-Dependo-254	dependo.22-laurasiatheria	22	FNWR01000628.1	255588	255935	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Odobenus_rosmarus-Dependo-259	Odobenus_rosmarus-Dependo-259	Odobenus_rosmarus-Dependo-259	dependo.22-laurasiatheria	22	gi|469043811|ref|NW_004451877.1|	138390	138698	Odobenus_rosmarus	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Orcinus_orca-Dependo-261	Orcinus_orca-Dependo-261	Orcinus_orca-Dependo-261	dependo.22-laurasiatheria	22	gi|442666808|gb|ANOL02067608.1|	143	271	Orcinus_orca	Mammalia	Laurasiatheria	Cetacea	Delphinidae	Orcinus
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Ovis_aries-Dependo-268	Ovis_aries-Dependo-268	Ovis_aries-Dependo-268	dependo.22-laurasiatheria	22	chrX	129362130	129362297	Ovis_aries	Mammalia	Laurasiatheria	Unclassified	Bovidae	Ovis
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Ovis_aries-Dependo-269	Ovis_aries-Dependo-269	Ovis_aries-Dependo-269	dependo.22-laurasiatheria	22	CM008498.1	146262190	146262354	Ovis_aries	Mammalia	Laurasiatheria	Unclassified	Bovidae	Ovis
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Ovis_aries-Dependo-270	Ovis_aries-Dependo-270	Ovis_aries-Dependo-270	dependo.22-laurasiatheria	22	X_dna:chromosome_chromosome:Oar_v3.1:X:1:135437088:1_REF	129362133	129362297	Ovis_aries	Mammalia	Laurasiatheria	Unclassified	Bovidae	Ovis
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Pantholops_hodgsonii-Dependo-272	Pantholops_hodgsonii-Dependo-272	Pantholops_hodgsonii-Dependo-272	dependo.22-laurasiatheria	22	gi|553010352|ref|NW_005810654.1|	3185199	3185615	Pantholops_hodgsonii	Mammalia	Laurasiatheria	Unclassified	Bovidae	Pantholops
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Phocoena_phocoena-Dependo-286	Phocoena_phocoena-Dependo-286	Phocoena_phocoena-Dependo-286	dependo.22-laurasiatheria	22	PKGA01002432.1	4150214	4150579	Phocoena_phocoena	Mammalia	Laurasiatheria	Cetacea	Phocoenidae	Phocoena
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Physeter_catodon-Dependo-293	Physeter_catodon-Dependo-293	Physeter_catodon-Dependo-293	dependo.22-laurasiatheria	22	gi|589823718|ref|NW_006712872.1|	434350	434478	Physeter_catodon	Mammalia	Laurasiatheria	Cetacea	Physeteridae	Physeter
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Pseudois_nayaur-Dependo-307	Pseudois_nayaur-Dependo-307	Pseudois_nayaur-Dependo-307	dependo.22-laurasiatheria	22	NIZD01207767.1	2826	3203	Pseudois_nayaur	Mammalia	Laurasiatheria	Unclassified	Bovidae	Pseudois
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Sousa_chinensis-Dependo-337	Sousa_chinensis-Dependo-337	Sousa_chinensis-Dependo-337	dependo.22-laurasiatheria	22	QWLN01008307.1	99600	99968	Sousa_chinensis	Mammalia	Laurasiatheria	Cetacea	Delphinidae	Sousa
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Sus_scrofa-Dependo-339	Sus_scrofa-Dependo-339	Sus_scrofa-Dependo-339	dependo.22-laurasiatheria	22	chrX	87357951	87358112	Sus_scrofa	Mammalia	Laurasiatheria	Unclassified	Suidae	Sus
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Sus_scrofa-Dependo-340	Sus_scrofa-Dependo-340	Sus_scrofa-Dependo-340	dependo.22-laurasiatheria	22	chrX	87558066	87558236	Sus_scrofa	Mammalia	Laurasiatheria	Unclassified	Suidae	Sus
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Sus_scrofa-Dependo-341	Sus_scrofa-Dependo-341	Sus_scrofa-Dependo-341	dependo.22-laurasiatheria	22	JH118882-1	22557	22727	Sus_scrofa	Mammalia	Laurasiatheria	Unclassified	Suidae	Sus
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Tapirus_indicus-Dependo-343	Tapirus_indicus-Dependo-343	Tapirus_indicus-Dependo-343	dependo.22-laurasiatheria	22	PVIE01002835.1	165738	166175	Tapirus_indicus	Mammalia	Laurasiatheria	Perissodactyla	Tapiridae	Tapirus
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Taxidea_taxus-Dependo-344	Taxidea_taxus-Dependo-344	Taxidea_taxus-Dependo-344	dependo.22-laurasiatheria	22	ML095791.1	47020	47568	Taxidea_taxus	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea
alignment/AL_EPV-22-laurasiatheria/member/fasta-digs-dependo-epv/Tursiops_truncatus-Dependo-354	Tursiops_truncatus-Dependo-354	Tursiops_truncatus-Dependo-354	dependo.22-laurasiatheria	22	JH480741	105225	105395	Tursiops_truncatus	Mammalia	Laurasiatheria	Cetacea	Delphinidae	Tursiops
