taxon	sequenceID	name	locus_name	locus_numeric_id	scaffold	start_position	end_position	host_sci_name	host_class	host_superorder	host_order	host_family	host_genus
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Mormoops_blainvillei	dependo.22-Mormoops_blainvillei	dependo.22-Mormoops_blainvillei	dependo.22-laurasiatheria	22	PVJD01010147.1	33464	33967	Mormoops_blainvillei	Mammalia	Laurasiatheria	Chiroptera	Mormoopidae	Mormoops
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Muntiacus_muntjak	dependo.22-Muntiacus_muntjak	dependo.22-Muntiacus_muntjak	dependo.22-laurasiatheria	22	SJXU01013650.1	1199787	1199948	Muntiacus_muntjak	Mammalia	Laurasiatheria	Unclassified	Cervidae	Muntiacus
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Muntiacus_reevesi	dependo.22-Muntiacus_reevesi	dependo.22-Muntiacus_reevesi	dependo.22-laurasiatheria	22	SJXT01007171.1	1185103	1185264	Muntiacus_reevesi	Mammalia	Laurasiatheria	Unclassified	Cervidae	Muntiacus
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Neomonachus_schauinslandi	dependo.22-Neomonachus_schauinslandi	dependo.22-Neomonachus_schauinslandi	dependo.22-laurasiatheria	22	NINY01007828.1	18946437	18946736	Neomonachus_schauinslandi	Mammalia	Laurasiatheria	Carnivora	Phocidae	Monachus
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Neophocaena_asiaeorientalis	dependo.22-Neophocaena_asiaeorientalis	dependo.22-Neophocaena_asiaeorientalis	dependo.22-laurasiatheria	22	NW_020174566.1	385931	386296	Neophocaena_asiaeorientalis	Mammalia	Laurasiatheria	Cetacea	Phocoenidae	Neophocaena
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Neovison_vison	dependo.22-Neovison_vison	dependo.22-Neovison_vison	dependo.22-laurasiatheria	22	FNWR01000628.1	255588	255896	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Odobenus_rosmarus	dependo.22-Odobenus_rosmarus	dependo.22-Odobenus_rosmarus	dependo.22-laurasiatheria	22	gi|469043811|ref|NW_004451877.1|	138435	138734	Odobenus_rosmarus	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Oryx_gazella	dependo.22-Oryx_gazella	dependo.22-Oryx_gazella	dependo.22-laurasiatheria	22	RAWW01004203.1	78240	78677	Oryx_gazella	Mammalia	Laurasiatheria	Unclassified	Bovidae	Oryx
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Ourebia_ourebi	dependo.22-Ourebia_ourebi	dependo.22-Ourebia_ourebi	dependo.22-laurasiatheria	22	SJXZ013486188.1	2704	2928	Ourebia_ourebi	Mammalia	Laurasiatheria	Unclassified	Bovidae	Ourebia
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Ovis_aries	dependo.22-Ovis_aries	dependo.22-Ovis_aries	dependo.22-laurasiatheria	22	CM008498.1	146262190	146262354	Ovis_aries	Mammalia	Laurasiatheria	Unclassified	Bovidae	Ovis
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Panthera_leo	dependo.22-Panthera_leo	dependo.22-Panthera_leo	dependo.22-laurasiatheria	22	VOCV01000391.1	44143247	44143621	Panthera_leo	Mammalia	Laurasiatheria	Carnivora	Felidae	Panthera
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Panthera_tigris_altaica	dependo.22-Panthera_tigris_altaica	dependo.22-Panthera_tigris_altaica	dependo.22-laurasiatheria	22	gi|589289565|ref|NW_006711412.1|	1824017	1824391	Panthera_tigris_altaica	Mammalia	Laurasiatheria	Carnivora	Felidae	Panthera
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Pantholops_hodgsonii	dependo.22-Pantholops_hodgsonii	dependo.22-Pantholops_hodgsonii	dependo.22-laurasiatheria	22	gi|553010352|ref|NW_005810654.1|	3185241	3185648	Pantholops_hodgsonii	Mammalia	Laurasiatheria	Unclassified	Bovidae	Pantholops
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Philantomba_maxwellii	dependo.22-Philantomba_maxwellii	dependo.22-Philantomba_maxwellii	dependo.22-laurasiatheria	22	SJYS01014290.1	444920	445093	Philantomba_maxwellii	Mammalia	Laurasiatheria	Unclassified	Bovidae	Philantomba
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Phocoena_phocoena	dependo.22-Phocoena_phocoena	dependo.22-Phocoena_phocoena	dependo.22-laurasiatheria	22	PKGA01002432.1	4150214	4150579	Phocoena_phocoena	Mammalia	Laurasiatheria	Cetacea	Phocoenidae	Phocoena
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Platanista_minor	dependo.22-Platanista_minor	dependo.22-Platanista_minor	dependo.22-laurasiatheria	22	RJWK010001250.1	67784	68191	Platanista_minor	Mammalia	Laurasiatheria	Cetacea	Platanistidae	Platanista
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Procapra_przewalskii	dependo.22-Procapra_przewalskii	dependo.22-Procapra_przewalskii	dependo.22-laurasiatheria	22	SJYF01044909.1	76983	77369	Procapra_przewalskii	Mammalia	Laurasiatheria	Unclassified	Bovidae	Procapra
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Pseudois_nayaur	dependo.22-Pseudois_nayaur	dependo.22-Pseudois_nayaur	dependo.22-laurasiatheria	22	NIZD01207767.1	2832	3200	Pseudois_nayaur	Mammalia	Laurasiatheria	Unclassified	Bovidae	Pseudois
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Pteronotus_parnellii	dependo.22-Pteronotus_parnellii	dependo.22-Pteronotus_parnellii	dependo.22-laurasiatheria	22	gi|539959617|gb|AWGZ01106480.1|	2213	2968	Pteronotus_parnellii	Mammalia	Laurasiatheria	Chiroptera	Mormoopidae	Pteronotus
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Pteropus_alecto	dependo.22-Pteropus_alecto	dependo.22-Pteropus_alecto	dependo.22-laurasiatheria	22	gi|431914431|gb|KB030533.1|	3953770	3954264	Pteropus_alecto	Mammalia	Laurasiatheria	Chiroptera	Pteropodidae	Pteropus
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Pteropus_vampyrus	dependo.22-Pteropus_vampyrus	dependo.22-Pteropus_vampyrus	dependo.22-laurasiatheria	22	scaffold_5601	29347	29844	Pteropus_vampyrus	Mammalia	Laurasiatheria	Chiroptera	Pteropodidae	Pteropus
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Raphicerus_campestris	dependo.22-Raphicerus_campestris	dependo.22-Raphicerus_campestris	dependo.22-laurasiatheria	22	SJYW01034651.1	1496	1720	Raphicerus_campestris	Mammalia	Laurasiatheria	Unclassified	Bovidae	Raphicerus
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Redunca_redunca	dependo.22-Redunca_redunca	dependo.22-Redunca_redunca	dependo.22-laurasiatheria	22	SJYQ01012414.1	8869	9525	Redunca_redunca	Mammalia	Laurasiatheria	Unclassified	Bovidae	Redunca
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Rhinolophus_ferrumequinum	dependo.22-Rhinolophus_ferrumequinum	dependo.22-Rhinolophus_ferrumequinum	dependo.22-laurasiatheria	22	gi|539521749|gb|AWHA01101022.1|	15930	16448	Rhinolophus_ferrumequinum	Mammalia	Laurasiatheria	Chiroptera	Rhinolophidae	Rhinolophus
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Rhinolophus_sinicus	dependo.22-Rhinolophus_sinicus	dependo.22-Rhinolophus_sinicus	dependo.22-laurasiatheria	22	NW_017739348.1	541674	541913	Rhinolophus_sinicus	Mammalia	Laurasiatheria	Chiroptera	Rhinolophidae	Rhinolophus
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Sousa_chinensis	dependo.22-Sousa_chinensis	dependo.22-Sousa_chinensis	dependo.22-laurasiatheria	22	QWLN01008307.1	99600	99968	Sousa_chinensis	Mammalia	Laurasiatheria	Cetacea	Delphinidae	Sousa
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Sylvicapra_grimmia	dependo.22-Sylvicapra_grimmia	dependo.22-Sylvicapra_grimmia	dependo.22-laurasiatheria	22	SJYH01002017.1	160556	160780	Sylvicapra_grimmia	Mammalia	Laurasiatheria	Unclassified	Bovidae	Sylvicapra
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Tapirus_indicus	dependo.22-Tapirus_indicus	dependo.22-Tapirus_indicus	dependo.22-laurasiatheria	22	PVIE01002835.1	165705	166184	Tapirus_indicus	Mammalia	Laurasiatheria	Perissodactyla	Tapiridae	Tapirus
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Taxidea_taxus	dependo.22-Taxidea_taxus	dependo.22-Taxidea_taxus	dependo.22-laurasiatheria	22	ML095791.1	47209	47568	Taxidea_taxus	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Tonatia_saurophila	dependo.22-Tonatia_saurophila	dependo.22-Tonatia_saurophila	dependo.22-laurasiatheria	22	PVIA01009414.1	24843	25034	Tonatia_saurophila	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Tonatia
alignment/AL_EPV-DEPENDO-22-laurasiatheria/member/fasta-digs-dependo-epv/dependo.22-Ziphius_cavirostris	dependo.22-Ziphius_cavirostris	dependo.22-Ziphius_cavirostris	dependo.22-laurasiatheria	22	RJWS010079209.1	6216	6443	Ziphius_cavirostris	Mammalia	Laurasiatheria	Cetacea	Ziphiidae	Ziphius
