taxon	sequenceID	name	full_name	subfamily	genus	clade_ns	subclade_ns	clade_vp	subclade_vp	isolate	host_sci_name	sample_date	country
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.20-Kogia_breviceps	parvovirinae.20-Kogia_breviceps	parvovirinae.20-Kogia_breviceps	parvovirinae.20-Kogia_breviceps	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.20-Lipotes_vexillifer	parvovirinae.20-Lipotes_vexillifer	parvovirinae.20-Lipotes_vexillifer	parvovirinae.20-Lipotes_vexillifer	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.20-Lynx_canadensis	parvovirinae.20-Lynx_canadensis	parvovirinae.20-Lynx_canadensis	parvovirinae.20-Lynx_canadensis	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.20-Martes_zibellina	parvovirinae.20-Martes_zibellina	parvovirinae.20-Martes_zibellina	parvovirinae.20-Martes_zibellina	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.20-Mesoplodon_bidens	parvovirinae.20-Mesoplodon_bidens	parvovirinae.20-Mesoplodon_bidens	parvovirinae.20-Mesoplodon_bidens	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.20-Panthera_leo	parvovirinae.20-Panthera_leo	parvovirinae.20-Panthera_leo	parvovirinae.20-Panthera_leo	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.20-Panthera_onca	parvovirinae.20-Panthera_onca	parvovirinae.20-Panthera_onca	parvovirinae.20-Panthera_onca	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.20-Panthera_tigris_altaica	parvovirinae.20-Panthera_tigris_altaica	parvovirinae.20-Panthera_tigris_altaica	parvovirinae.20-Panthera_tigris_altaica	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.20-Paradoxurus_hermaphroditus	parvovirinae.20-Paradoxurus_hermaphroditus	parvovirinae.20-Paradoxurus_hermaphroditus	parvovirinae.20-Paradoxurus_hermaphroditus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.20-Physeter_catodon	parvovirinae.20-Physeter_catodon	parvovirinae.20-Physeter_catodon	parvovirinae.20-Physeter_catodon	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.20-Prionailurus_bengalensis	parvovirinae.20-Prionailurus_bengalensis	parvovirinae.20-Prionailurus_bengalensis	parvovirinae.20-Prionailurus_bengalensis	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.20-Puma_concolor	parvovirinae.20-Puma_concolor	parvovirinae.20-Puma_concolor	parvovirinae.20-Puma_concolor	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.20-Zalophus_californianus	parvovirinae.20-Zalophus_californianus	parvovirinae.20-Zalophus_californianus	parvovirinae.20-Zalophus_californianus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Aepyceros_melampus	parvovirinae.22-Aepyceros_melampus	parvovirinae.22-Aepyceros_melampus	parvovirinae.22-Aepyceros_melampus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Alcelaphus_buselaphus	parvovirinae.22-Alcelaphus_buselaphus	parvovirinae.22-Alcelaphus_buselaphus	parvovirinae.22-Alcelaphus_buselaphus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Ammotragus_lervia	parvovirinae.22-Ammotragus_lervia	parvovirinae.22-Ammotragus_lervia	parvovirinae.22-Ammotragus_lervia	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Antrozous_pallidus	parvovirinae.22-Antrozous_pallidus	parvovirinae.22-Antrozous_pallidus	parvovirinae.22-Antrozous_pallidus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Arctocephalus_gazella	parvovirinae.22-Arctocephalus_gazella	parvovirinae.22-Arctocephalus_gazella	parvovirinae.22-Arctocephalus_gazella	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Beatragus_hunteri	parvovirinae.22-Beatragus_hunteri	parvovirinae.22-Beatragus_hunteri	parvovirinae.22-Beatragus_hunteri	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Callorhinus_ursinus	parvovirinae.22-Callorhinus_ursinus	parvovirinae.22-Callorhinus_ursinus	parvovirinae.22-Callorhinus_ursinus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Capra_sibirica	parvovirinae.22-Capra_sibirica	parvovirinae.22-Capra_sibirica	parvovirinae.22-Capra_sibirica	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Ceratotherium_simum	parvovirinae.22-Ceratotherium_simum	parvovirinae.22-Ceratotherium_simum	parvovirinae.22-Ceratotherium_simum	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Ceratotherium_simum_cottoni	parvovirinae.22-Ceratotherium_simum_cottoni	parvovirinae.22-Ceratotherium_simum_cottoni	parvovirinae.22-Ceratotherium_simum_cottoni	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Cervus_elaphus_hippelaphus	parvovirinae.22-Cervus_elaphus_hippelaphus	parvovirinae.22-Cervus_elaphus_hippelaphus	parvovirinae.22-Cervus_elaphus_hippelaphus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Connochaetes_taurinus	parvovirinae.22-Connochaetes_taurinus	parvovirinae.22-Connochaetes_taurinus	parvovirinae.22-Connochaetes_taurinus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Crocuta_crocuta	parvovirinae.22-Crocuta_crocuta	parvovirinae.22-Crocuta_crocuta	parvovirinae.22-Crocuta_crocuta	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Damaliscus_lunatus	parvovirinae.22-Damaliscus_lunatus	parvovirinae.22-Damaliscus_lunatus	parvovirinae.22-Damaliscus_lunatus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Desmodus_rotundus	parvovirinae.22-Desmodus_rotundus	parvovirinae.22-Desmodus_rotundus	parvovirinae.22-Desmodus_rotundus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Dicerorhinus_sumatrensis	parvovirinae.22-Dicerorhinus_sumatrensis	parvovirinae.22-Dicerorhinus_sumatrensis	parvovirinae.22-Dicerorhinus_sumatrensis	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Diceros_bicornis	parvovirinae.22-Diceros_bicornis	parvovirinae.22-Diceros_bicornis	parvovirinae.22-Diceros_bicornis	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Eonycteris_spelaea	parvovirinae.22-Eonycteris_spelaea	parvovirinae.22-Eonycteris_spelaea	parvovirinae.22-Eonycteris_spelaea	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Eptesicus_fuscus	parvovirinae.22-Eptesicus_fuscus	parvovirinae.22-Eptesicus_fuscus	parvovirinae.22-Eptesicus_fuscus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Equus_africanus_asinus	parvovirinae.22-Equus_africanus_asinus	parvovirinae.22-Equus_africanus_asinus	parvovirinae.22-Equus_africanus_asinus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Equus_asinus_somalicus	parvovirinae.22-Equus_asinus_somalicus	parvovirinae.22-Equus_asinus_somalicus	parvovirinae.22-Equus_asinus_somalicus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Equus_burchellii_boehmi	parvovirinae.22-Equus_burchellii_boehmi	parvovirinae.22-Equus_burchellii_boehmi	parvovirinae.22-Equus_burchellii_boehmi	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Equus_caballus	parvovirinae.22-Equus_caballus	parvovirinae.22-Equus_caballus	parvovirinae.22-Equus_caballus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Equus_grevyi	parvovirinae.22-Equus_grevyi	parvovirinae.22-Equus_grevyi	parvovirinae.22-Equus_grevyi	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Equus_hemionus	parvovirinae.22-Equus_hemionus	parvovirinae.22-Equus_hemionus	parvovirinae.22-Equus_hemionus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Equus_kiang	parvovirinae.22-Equus_kiang	parvovirinae.22-Equus_kiang	parvovirinae.22-Equus_kiang	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Equus_zebra_hartmannae	parvovirinae.22-Equus_zebra_hartmannae	parvovirinae.22-Equus_zebra_hartmannae	parvovirinae.22-Equus_zebra_hartmannae	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Eschrichtius_robustus	parvovirinae.22-Eschrichtius_robustus	parvovirinae.22-Eschrichtius_robustus	parvovirinae.22-Eschrichtius_robustus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Halichoerus_grypus	parvovirinae.22-Halichoerus_grypus	parvovirinae.22-Halichoerus_grypus	parvovirinae.22-Halichoerus_grypus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Hemitragus_hylocrius	parvovirinae.22-Hemitragus_hylocrius	parvovirinae.22-Hemitragus_hylocrius	parvovirinae.22-Hemitragus_hylocrius	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Hippopotamus_amphibius	parvovirinae.22-Hippopotamus_amphibius	parvovirinae.22-Hippopotamus_amphibius	parvovirinae.22-Hippopotamus_amphibius	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Hipposideros_armiger	parvovirinae.22-Hipposideros_armiger	parvovirinae.22-Hipposideros_armiger	parvovirinae.22-Hipposideros_armiger	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Hipposideros_galeritus	parvovirinae.22-Hipposideros_galeritus	parvovirinae.22-Hipposideros_galeritus	parvovirinae.22-Hipposideros_galeritus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Hyaena_hyaena	parvovirinae.22-Hyaena_hyaena	parvovirinae.22-Hyaena_hyaena	parvovirinae.22-Hyaena_hyaena	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Kobus_ellipsiprymnus	parvovirinae.22-Kobus_ellipsiprymnus	parvovirinae.22-Kobus_ellipsiprymnus	parvovirinae.22-Kobus_ellipsiprymnus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Leptonychotes_weddellii	parvovirinae.22-Leptonychotes_weddellii	parvovirinae.22-Leptonychotes_weddellii	parvovirinae.22-Leptonychotes_weddellii	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Macroglossus_sobrinus	parvovirinae.22-Macroglossus_sobrinus	parvovirinae.22-Macroglossus_sobrinus	parvovirinae.22-Macroglossus_sobrinus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Manis_javanica	parvovirinae.22-Manis_javanica	parvovirinae.22-Manis_javanica	parvovirinae.22-Manis_javanica	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Manis_pentadactyla	parvovirinae.22-Manis_pentadactyla	parvovirinae.22-Manis_pentadactyla	parvovirinae.22-Manis_pentadactyla	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Manis_tricuspis	parvovirinae.22-Manis_tricuspis	parvovirinae.22-Manis_tricuspis	parvovirinae.22-Manis_tricuspis	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Martes_zibellina	parvovirinae.22-Martes_zibellina	parvovirinae.22-Martes_zibellina	parvovirinae.22-Martes_zibellina	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Megaderma_lyra	parvovirinae.22-Megaderma_lyra	parvovirinae.22-Megaderma_lyra	parvovirinae.22-Megaderma_lyra	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Megaptera_novaeangliae	parvovirinae.22-Megaptera_novaeangliae	parvovirinae.22-Megaptera_novaeangliae	parvovirinae.22-Megaptera_novaeangliae	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Mesoplodon_bidens	parvovirinae.22-Mesoplodon_bidens	parvovirinae.22-Mesoplodon_bidens	parvovirinae.22-Mesoplodon_bidens	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Mirounga_angustirostris	parvovirinae.22-Mirounga_angustirostris	parvovirinae.22-Mirounga_angustirostris	parvovirinae.22-Mirounga_angustirostris	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Mormoops_blainvillei	parvovirinae.22-Mormoops_blainvillei	parvovirinae.22-Mormoops_blainvillei	parvovirinae.22-Mormoops_blainvillei	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Muntiacus_muntjak	parvovirinae.22-Muntiacus_muntjak	parvovirinae.22-Muntiacus_muntjak	parvovirinae.22-Muntiacus_muntjak	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Muntiacus_reevesi	parvovirinae.22-Muntiacus_reevesi	parvovirinae.22-Muntiacus_reevesi	parvovirinae.22-Muntiacus_reevesi	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
