taxon	sequenceID	name	full_name	subfamily	genus	clade_ns	subclade_ns	clade_vp	subclade_vp	isolate	host_sci_name	sample_date	country
alignment/AL_TREE_Parvovirinae/member/ncbi-refseqs-dependo/NC_006147	NC_006147	MDPV	Muscovy duck parvovirus	Parvovirinae	Dependoparvovirus	Dependo2	Galloanserae	Dependo2	Galloanserae	-	Cairina moschata	-	-
alignment/AL_TREE_Parvovirinae/member/ncbi-refseqs-dependo/NC_006148	NC_006148	SnakePV	Snake parvovirus 1	Parvovirinae	Dependoparvovirus	Dependo1	Sauria	Dependo1	Sauria	-	-	-	Germany
alignment/AL_TREE_Parvovirinae/member/ncbi-refseqs-dependo/NC_006152	NC_006152	AAV5	Adeno-associated virus 5	Parvovirinae	Dependoparvovirus	Dependo3	Dependoparvovirus-B	Dependo3	Dependoparvovirus-B	-	-	-	-
alignment/AL_TREE_Parvovirinae/member/ncbi-refseqs/NC_006259	NC_006259	BPV2	Bovine parvovirus 2	Parvovirinae	Copiparvovirus	NK	NK	NK	NK	-	-	-	-
alignment/AL_TREE_Parvovirinae/member/ncbi-refseqs/NC_007018	NC_007018	PARV4	Human parvovirus 4	Parvovirinae	Tetraparvovirus	NK	NK	NK	NK	-	Homo sapiens	-	USA
alignment/AL_TREE_Parvovirinae/member/ncbi-refseqs-dependo/NC_014468	NC_014468	AAV-bat	Bat adeno-associated virus YNM	Parvovirinae	Dependoparvovirus	Dependo3	Chiroptera	Dependo3	Chiroptera	-	Myotis ricketti	-	China
alignment/AL_TREE_Parvovirinae/member/ncbi-refseqs-tetra/NC_016744	NC_016744	EhBtPV	Eidolon_helvum_parvovirus 	Parvovirinae	Tetraparvovirus	NK	NK	NK	NK	-	Eidolon helvum	-	Ghana
alignment/AL_TREE_Parvovirinae/member/ncbi-refseqs/NC_016752	NC_016752	ArtiPV	Artibeus jamaicensis parvovirus 1	Parvovirinae	Artiparvovirus	NK	NK	NK	NK	-	Artibeus jamaicensis	-	Panama
alignment/AL_TREE_Parvovirinae/member/ncbi-refseqs/NC_024452	NC_024452	ChPV	Chicken parvovirus	Parvovirinae	Aveparvovirus	NK	NK	NK	NK	-	-	-	Hungary
alignment/AL_TREE_Parvovirinae/member/ncbi-refseqs-amdo/NC_025825	NC_025825	RFAV	 Carnivore amdoparvovirus 1	Parvovirinae	Amdoparvovirus	NK	NK	NK	NK	HS-R	Nyctereutes procyonoides	-	China
alignment/AL_TREE_Parvovirinae/member/ncbi-refseqs-dependo/NC_027429	NC_027429	BdrPV	Bearded dragon parvovirus strain 2014	Parvovirinae	Dependoparvovirus	Dependo1	Sauria	Dependo1	Sauria	-	Pogona vitticeps (bearded dragon)	-	Hungary
alignment/AL_TREE_Parvovirinae/member/ncbi-refseqs-tetra/NC_031670	NC_031670	DeerTetraPV	Deer_tetraparvovirus 	Parvovirinae	Tetraparvovirus	NK	NK	NK	NK	tetra-CA1	deer	-	USA
alignment/AL_TREE_Parvovirinae/member/ncbi-refseqs-amdo/NC_031751	NC_031751	RpAPV	 Carnivore amdoparvovirus 1	Parvovirinae	Amdoparvovirus	NK	NK	NK	NK	amdo-CA1	Ailurus fulgens	-	USA
alignment/AL_TREE_Parvovirinae/member/ncbi-refseqs-amdo/NC_034445	NC_034445	SKAV	 Carnivore amdoparvovirus 1	Parvovirinae	Amdoparvovirus	NK	NK	NK	NK	-	Mephitis mephitis	-	Canada: British Columbia
alignment/AL_TREE_Parvovirinae/member/ncbi-refseqs-amdo/NC_038533	NC_038533	GFAV	 Carnivore amdoparvovirus 1	Parvovirinae	Amdoparvovirus	NK	NK	NK	NK	-	Urocyon cinereoargenteus	-	USA
alignment/AL_TREE_Parvovirinae/member/ncbi-refseqs-ave/NC_038534	NC_038534	TurkeyAvePV	Turkey parvovirus 260	Parvovirinae	Aveparvovirus	NK	NK	NK	NK	-	-	-	USA
alignment/AL_TREE_Parvovirinae/member/ncbi-refseqs-dependo/NC_038539	NC_038539	AAV-sealion	California sea lion adeno-associated virus 1	Parvovirinae	Dependoparvovirus	Dependo3	Carnivore	Dependo3	Carnivore	1187	Zalophus californianus (California sea lion)	-	USA: California
alignment/AL_TREE_Parvovirinae/member/ncbi-refseqs-erythro/NC_038540	NC_038540	SPV	Primate erythroparvovirus 2	Parvovirinae	Erythroparvovirus	NK	NK	NK	NK	-	Macaca fascicularis	-	-
alignment/AL_TREE_Parvovirinae/member/ncbi-refseqs-erythro/NC_038541	NC_038541	RmPV	Primate erythroparvovirus 3	Parvovirinae	Erythroparvovirus	NK	NK	NK	NK	-	-	-	-
alignment/AL_TREE_Parvovirinae/member/ncbi-refseqs-erythro/NC_038542	NC_038542	PmPV	Primate erythroparvovirus 4	Parvovirinae	Erythroparvovirus	NK	NK	NK	NK	-	-	-	-
alignment/AL_TREE_Parvovirinae/member/ncbi-refseqs-erythro/NC_038543	NC_038543	ChpPV	Rodent erythroparvovirus 1	Parvovirinae	Erythroparvovirus	NK	NK	NK	NK	-	Manchurian chipmunk	-	South Korea
alignment/AL_TREE_Parvovirinae/member/ncbi-refseqs-ave/NC_040672	NC_040672	CraneAvePV	Red-crowned crane parvovirus	Parvovirinae	Aveparvovirus	NK	NK	NK	NK	yc-8	red-crowned crane	-	China
alignment/AL_TREE_Parvovirinae/member/ncbi-refseqs-proto/U34255	U34255	HV	Hamster parvovirus	Parvovirinae	Protoparvovirus	NK	NK	NK	NK	-	-	-	-
